node1,node2,correct_label,work_label
555,763,0,0
555,763,0,0
555,763,0,0
555,763,0,0
555,763,0,0
141,534,0,0
141,534,0,0
141,534,0,0
141,534,0,0
141,534,0,0
731,737,0,0
731,737,0,0
731,737,0,0
731,737,0,0
731,737,0,0
456,715,0,0
456,715,0,0
456,715,0,0
456,715,0,0
456,715,0,0
141,531,0,0
141,531,0,0
141,531,0,0
141,531,0,0
141,531,0,0
555,765,0,0
555,765,0,0
555,765,0,0
555,765,0,0
555,765,0,0
101,382,0,0
101,382,0,0
101,382,0,0
101,382,0,0
101,382,0,0
101,383,0,0
101,383,0,0
101,383,0,0
101,383,0,0
101,383,0,0
141,540,0,0
141,540,0,0
141,540,0,0
141,540,0,0
141,540,0,0
101,378,0,0
101,378,0,0
101,378,0,0
101,378,0,0
101,378,0,0
101,379,0,0
101,379,0,0
101,379,0,0
101,379,0,0
101,379,0,0
141,538,0,0
141,538,0,0
141,538,0,0
141,538,0,0
141,538,0,0
141,536,0,0
141,536,0,0
141,536,0,0
141,536,0,0
141,536,0,0
555,779,0,0
555,779,0,0
555,779,0,0
555,779,0,0
555,779,0,0
101,390,0,0
101,390,0,0
101,390,0,0
101,390,0,0
101,390,0,0
141,551,0,0
141,551,0,0
141,551,0,0
141,551,0,0
141,551,0,0
555,776,0,0
555,776,0,0
555,776,0,0
555,776,0,0
555,776,0,0
101,388,0,0
101,388,0,0
101,388,0,0
101,388,0,0
101,388,0,0
555,780,0,0
555,780,0,0
555,780,0,0
555,780,0,0
555,780,0,0
141,544,0,0
141,544,0,0
141,544,0,1
141,544,0,0
141,544,0,0
101,384,0,0
101,384,0,0
101,384,0,0
101,384,0,0
101,384,0,0
141,545,0,0
141,545,0,0
141,545,0,0
141,545,0,0
141,545,0,0
555,770,0,0
555,770,0,0
555,770,0,0
555,770,0,0
555,770,0,0
555,771,0,0
555,771,0,0
555,771,0,0
555,771,0,0
555,771,0,0
101,398,0,0
101,398,0,0
101,398,0,0
101,398,0,0
101,398,0,0
141,559,0,0
141,559,0,0
141,559,0,0
141,559,0,0
141,559,0,0
555,768,0,0
555,768,0,0
555,768,0,0
555,768,0,0
555,768,0,0
101,397,0,0
101,397,0,0
101,397,0,0
101,397,0,0
101,397,0,0
141,556,0,0
141,556,0,0
141,556,0,0
141,556,0,0
141,556,0,0
101,396,0,0
101,396,0,0
101,396,0,0
101,396,0,0
101,396,0,0
141,555,0,0
141,555,0,0
141,555,0,0
141,555,0,0
141,555,0,0
555,772,0,0
555,772,0,0
555,772,0,0
555,772,0,0
555,772,0,0
731,732,0,0
731,732,0,0
731,732,0,0
731,732,0,0
731,732,0,0
555,773,0,0
555,773,0,0
555,773,0,0
555,773,0,0
555,773,0,0
441,470,0,0
441,470,0,0
441,470,0,0
441,470,0,0
441,470,0,0
101,392,0,0
101,392,0,0
101,392,0,0
101,392,0,0
101,392,0,0
141,553,0,0
141,553,0,0
141,553,0,0
141,553,0,0
141,553,0,0
347,349,0,0
347,349,0,0
347,349,0,0
347,349,0,0
347,349,0,0
542,764,0,0
542,764,0,0
542,764,0,0
542,764,0,0
542,764,0,0
542,766,0,0
542,766,0,0
542,766,0,0
542,766,0,0
542,766,0,0
347,350,0,0
347,350,0,0
347,350,0,0
347,350,0,0
347,350,0,0
101,351,0,0
101,351,0,0
101,351,0,0
101,351,0,0
101,351,0,0
101,344,0,0
101,344,0,0
101,344,0,0
101,344,0,0
101,344,0,0
101,345,0,0
101,345,0,0
101,345,0,0
101,345,0,0
101,345,0,0
347,364,0,0
347,364,0,0
347,364,0,0
347,364,0,0
347,364,0,0
151,152,1,1
151,152,1,1
151,152,1,1
151,152,1,1
151,152,1,1
101,354,0,0
101,354,0,0
101,354,0,0
101,354,0,0
101,354,0,0
101,361,0,0
101,361,0,0
101,361,0,0
101,361,0,0
101,361,0,0
354,449,0,0
354,449,0,0
354,449,0,0
354,449,0,0
354,449,0,0
101,310,0,0
101,310,0,0
101,310,0,0
101,310,0,0
101,310,0,0
302,340,0,0
302,340,0,0
302,340,0,0
302,340,0,0
302,340,0,0
354,455,0,0
354,455,0,0
354,455,0,0
354,455,0,0
354,455,0,0
354,452,0,0
354,452,0,0
354,452,0,0
354,452,0,0
354,452,0,0
101,309,0,0
101,309,0,0
101,309,0,0
101,309,0,0
101,309,0,0
302,345,0,0
302,345,0,0
302,345,0,0
302,345,0,0
302,345,0,0
577,607,0,0
577,607,0,0
577,607,0,0
577,607,0,0
577,607,0,0
354,456,0,0
354,456,0,0
354,456,0,0
354,456,0,0
354,456,0,0
577,600,0,0
577,600,0,0
577,600,0,0
577,600,0,0
577,600,0,0
354,463,0,0
354,463,0,0
354,463,0,0
354,463,0,0
354,463,0,0
577,612,0,0
577,612,0,0
577,612,0,0
577,612,0,0
577,612,0,0
577,613,0,0
577,613,0,0
577,613,0,0
577,613,0,0
577,613,0,0
577,615,0,0
577,615,0,0
577,615,0,0
577,615,0,0
577,615,0,0
101,327,0,0
101,327,0,0
101,327,0,0
101,327,0,0
101,327,0,0
302,325,0,0
302,325,0,0
302,325,0,0
302,325,0,0
